,sQuestion,lSolutions,Template,lEquations,iIndex,Alignment,Equiv
227,"Anna has 12 bills in her wallet , some $ 5 and some $ 10 . The total value of the bills is $ 100 . How many of each bill does Anna have ?","[4.0, 8.0]","['a * m + b * n = c', 'm + n = d']","['5*x + 10*y = 100', 'y=12-x']",64246,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 5.0, 'TokenId': 10}, {'coeff': 'b', 'SentenceId': 0, 'Value': 10.0, 'TokenId': 14}, {'coeff': 'c', 'SentenceId': 1, 'Value': 100.0, 'TokenId': 8}, {'coeff': 'd', 'SentenceId': 0, 'Value': 12.0, 'TokenId': 2}]",[]
228,"You are going to invest $ 25,000 , part at 14 % and part at 16 % . What is the most that can be invested at 14 % in order to make at least $ 3000 interest per year ?","[50000.0, -25000.0]","['0.01 * a * m + 0.01 * b * n = c', 'n + m = d']","['( 0.01 * 14 ) *x + ( .01 * 16 ) *y = 3000', 'x+y=25000']",221206,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 16.0, 'TokenId': 15}, {'coeff': 'b', 'SentenceId': 0, 'Value': 14.0, 'TokenId': 10}, {'coeff': 'c', 'SentenceId': 1, 'Value': 3000.0, 'TokenId': 18}, {'coeff': 'd', 'SentenceId': 0, 'Value': 25000.0, 'TokenId': 6}]","[[[1, 9, 14.0], [0, 10, 14.0]]]"
229,Soybean meal is 16 % protein ; cornmeal is 8 % protein . How many pounds of each should be mixed together in order to get 320-lb mixture that is 14 % protein ?,"[240.0, 80.0]","['a * m + b * n = c * d', 'm + n = c']","['(0.01*16)*x+(0.01*8)*y=(0.01*14*320)', 'y=(320-x)']",224722,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 16.0, 'TokenId': 3}, {'coeff': 'b', 'SentenceId': 0, 'Value': 8.0, 'TokenId': 9}, {'coeff': 'c', 'SentenceId': 1, 'Value': 320.0, 'TokenId': 13}, {'coeff': 'd', 'SentenceId': 1, 'Value': 14.0, 'TokenId': 17}]",[]
230,a coumputer online service charges one hourly price for regular use but a higher hourly rate for designated '' permium '' areas . One customer was charged $ 28 after spending 2 h in permium areas and 9 regular hours . Another spent 3 h in the permium areas and 6 regular hours and was charged $ 27 . What does the online service charge per hour for regular and premium service ?,"[5.0, 2.0]","['a * m + b * n = c', 'd * m + e * n = f']","['2*x+9*y=28', '3*x+6*y=27']",82992,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 2.0, 'TokenId': 8}, {'coeff': 'b', 'SentenceId': 1, 'Value': 9.0, 'TokenId': 14}, {'coeff': 'c', 'SentenceId': 1, 'Value': 28.0, 'TokenId': 5}, {'coeff': 'd', 'SentenceId': 2, 'Value': 3.0, 'TokenId': 2}, {'coeff': 'e', 'SentenceId': 2, 'Value': 6.0, 'TokenId': 9}, {'coeff': 'f', 'SentenceId': 2, 'Value': 27.0, 'TokenId': 16}]",[]
231,One number is seven less than another number . The sum of the numbers is thirty-three . Find the numbers .,"[13.0, 20.0]","['m + n = a', 'm - n = b']","['smaller+larger=33', 'smaller-larger=7']",437200,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 33.0, 'TokenId': 6}, {'coeff': 'b', 'SentenceId': 0, 'Value': 7.0, 'TokenId': 3}]",[]
232,"the difference between two numbers is 10 . When eight times the smaller number is added to 40 , the result is ten less than three times the larger number . find the numbers .","[-16.0, -26.0]","['a * m - b * n = -1 * c - d', 'm - n = e']","['x-y=10', '8*x+40=3*y-10']",550023,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 8.0, 'TokenId': 1}, {'coeff': 'b', 'SentenceId': 1, 'Value': 3.0, 'TokenId': 17}, {'coeff': 'c', 'SentenceId': 0, 'Value': 10.0, 'TokenId': 6}, {'coeff': 'd', 'SentenceId': 1, 'Value': 40.0, 'TokenId': 9}, {'coeff': 'e', 'SentenceId': 1, 'Value': 10.0, 'TokenId': 14}]",[]
233,The sum of two numbers is 45 . Twice the smaller number is three more the larger number . What is the product of the two numbers ?,"[29.0, 16.0]","['a * m - n = b', 'm + n = c']","['smaller+larger=45', '2*smaller-larger=3']",632980,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 2.0, 'TokenId': 0}, {'coeff': 'b', 'SentenceId': 1, 'Value': 3.0, 'TokenId': 5}, {'coeff': 'c', 'SentenceId': 0, 'Value': 45.0, 'TokenId': 6}]",[]
234,"A discount store sold plastic cups for $ 3.50 each and ceramic cups for $ 4.00 each . If 400 cups were sold for a total of $ 1,458 , how many cups of each type were sold ? What was the dollar value of each type of cup sold ?","[284.0, 116.0]","['a * m + b * n = c', 'm + n = d']","['x+y=400', '3.5*x+4*y=1458']",193385,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 3.5, 'TokenId': 8}, {'coeff': 'b', 'SentenceId': 0, 'Value': 4.0, 'TokenId': 15}, {'coeff': 'c', 'SentenceId': 1, 'Value': 1458.0, 'TokenId': 10}, {'coeff': 'd', 'SentenceId': 1, 'Value': 400.0, 'TokenId': 1}]",[]
235,"If jake has 20,000 to invest in two accounts . With one account earns 1 % simple interest . And second account earns 3 % . How much should be invested in each account To earn exactly 450.00 at the end of the year .","[7500.0, 12500.0]","['0.01 * a * m + 0.01 * b * n = c', 'n + m = d']","['x+y=20000', '0.01*1*(x)+0.01*3*y=450']",846036,"[{'coeff': 'a', 'SentenceId': 2, 'Value': 3.0, 'TokenId': 4}, {'coeff': 'b', 'SentenceId': 1, 'Value': 1.0, 'TokenId': 4}, {'coeff': 'c', 'SentenceId': 3, 'Value': 450.0, 'TokenId': 11}, {'coeff': 'd', 'SentenceId': 0, 'Value': 20000.0, 'TokenId': 3}]",[]
236,Pat invested a total of $ 3000 . Part of the money yields 10 % interest per year and the rest yields % 8 interest per year . If the total yearly interest fromt his investment is $ 256 how much did Pat invest at 10 % and how much did she invest at 8 % ?,"[800.0, 2200.0]","['0.01 * a * m + 0.01 * b * n = c', 'n + m = d']","['x+y=3000', '( 0.01 * 10 ) *x + ( 0.01 * 8 ) *y = 256']",329117,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 8.0, 'TokenId': 15}, {'coeff': 'b', 'SentenceId': 1, 'Value': 10.0, 'TokenId': 5}, {'coeff': 'c', 'SentenceId': 2, 'Value': 256.0, 'TokenId': 10}, {'coeff': 'd', 'SentenceId': 0, 'Value': 3000.0, 'TokenId': 6}]","[[[2, 17, 10.0], [1, 5, 10.0]], [[2, 26, 8.0], [1, 15, 8.0]]]"
237,Craig is 24 years younger than his mother . Together their ages total 56 years . How is each person ?,"[16.0, 40.0]","['m + n = a', 'm - n = b']","['smaller+larger=56', 'smaller-larger=24']",488434,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 56.0, 'TokenId': 4}, {'coeff': 'b', 'SentenceId': 0, 'Value': 24.0, 'TokenId': 2}]",[]
238,How much water must be added to 90 liters of a 20 % salt solution to dilute it to a 15 % salt solution ?,[30.0],['a * m = b * c - b * a'],['90*0.01*20=0.01*15*(90+x)'],532408,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 15.0, 'TokenId': 20}, {'coeff': 'b', 'SentenceId': 0, 'Value': 90.0, 'TokenId': 7}, {'coeff': 'c', 'SentenceId': 0, 'Value': 20.0, 'TokenId': 11}]",[]
239,"piggy bank consists of nickels and dimes . there are 30 coins worth $ 1.90 , how many nickels and dimes are in the piggy bank","[22.0, 8.0]","['a * m + b * n = c', 'm + n = d']","['0.05*x+0.10*y=1.90', 'y=(30-x)']",940790,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 0.050000000745058004, 'TokenId': 4}, {'coeff': 'b', 'SentenceId': 0, 'Value': 0.10000000149011601, 'TokenId': 6}, {'coeff': 'c', 'SentenceId': 1, 'Value': 1.9, 'TokenId': 6}, {'coeff': 'd', 'SentenceId': 1, 'Value': 30.0, 'TokenId': 2}]","[[[0, 4, 0.05], [1, 10, 0.05]], [[0, 6, 0.1], [1, 12, 0.1]]]"
240,a chemist has one solution that is 30 % pure salt and another is 60 % pure salt . how many ounces of each solution must he use to produce 60 ounces of a solution that is 50 % pure salt ?,"[40.0, 20.0]","['a * m + b * n = c * d', 'm + n = c']","['( .01 * 60 ) *x + ( .01 * 30 ) *y = .01 * 50 * 60 ', 'y=(60-x)']",391881,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 30.0, 'TokenId': 7}, {'coeff': 'b', 'SentenceId': 0, 'Value': 60.0, 'TokenId': 14}, {'coeff': 'c', 'SentenceId': 1, 'Value': 60.0, 'TokenId': 11}, {'coeff': 'd', 'SentenceId': 1, 'Value': 50.0, 'TokenId': 18}]",[]
241,Jen works 7 hours a week more than Ben . Jen worked as much in 4 weeks as Ben works in 6 weeks . How many hours does each work per week ?,"[14.0, 21.0]","['a * m - b * n = 0', 'm - n = c']","['4*y=6*x', 'y=(x+7)']",18071,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 4.0, 'TokenId': 5}, {'coeff': 'b', 'SentenceId': 1, 'Value': 6.0, 'TokenId': 11}, {'coeff': 'c', 'SentenceId': 0, 'Value': 7.0, 'TokenId': 2}]",[]
242,two integers with a difference of -11 and a sum of -3 what are the two numbers ?,"[4.0, -7.0]","['m + n = a', 'm - n = b']","['plane+tail_wind=-3', 'plane-tail_wind=-11']",346894,"[{'coeff': 'a', 'SentenceId': 0, 'Value': -3.0, 'TokenId': 11}, {'coeff': 'b', 'SentenceId': 0, 'Value': -11.0, 'TokenId': 6}]",[]
243,"Luis and Julia have the same number of coins . Luis has only dimes and Julia has only quarters . If Julia has $ 1.80 more than Luis does , how much does each have ?","[12.0, 12.0]","['m - n = 0', 'a * n - b * m = c']","['x=y', '0.10*x=0.25*y-1.8']",76892,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 0.25, 'TokenId': 8}, {'coeff': 'b', 'SentenceId': 1, 'Value': 0.10000000149011601, 'TokenId': 3}, {'coeff': 'c', 'SentenceId': 2, 'Value': 1.8, 'TokenId': 4}]",[]
244,One number is 6 more than the other . Their sum is 0 . What is the value of the smaller number ?,"[3.0, -3.0]","['m + n = a', 'm - n = b']","['x+y=0', '(x-6)=y']",324471,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 0.0, 'TokenId': 3}, {'coeff': 'b', 'SentenceId': 0, 'Value': 6.0, 'TokenId': 3}]",[]
245,A father is now four times as old as his son . If the sum of their ages ten years ago was sixty . find their present ages ?,"[16.0, 64.0]","['m + n = a + b + b', 'm - c * n = 0']","['(x-10)+(y-10)=60', 'y = 4*x']",174433,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 60.0, 'TokenId': 10}, {'coeff': 'b', 'SentenceId': 1, 'Value': 10.0, 'TokenId': 6}, {'coeff': 'c', 'SentenceId': 0, 'Value': 4.0, 'TokenId': 4}]",[]
246,One number is 25 % of another . The larger number is 12 more than the smaller number . What are the numbers ?,"[4.0, 16.0]","['m - 0.01 * a * n = 0', 'n - m = b']","['x=0.01*25*y', 'y=x+12']",517508,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 25.0, 'TokenId': 3}, {'coeff': 'b', 'SentenceId': 1, 'Value': 12.0, 'TokenId': 4}]",[]
247,A chemistry student needs to make a solution that is 70 % water and 30 % hydrochloric acid . The student 's current mixture of 300 mL is 60 % water and 40 % hydrochloric acid . How much water must the student add to achieve his desired solution ?,[100.0],['m - 0.01 * a * m = 0.01 * a * b - 0.01 * c * b'],['0.01*60*300+x=0.01*70*(300+x)'],591392,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 70.0, 'TokenId': 10}, {'coeff': 'b', 'SentenceId': 1, 'Value': 300.0, 'TokenId': 6}, {'coeff': 'c', 'SentenceId': 1, 'Value': 60.0, 'TokenId': 9}]",[]
248,"the age of the father is twice the sum of the ages of his two children . after 20 years , his age will be equal to the sum of the ages of his children .","[40.0, 20.0]","['m - n = a', 'm - b * n = 0']","['x = 2*w', 'x+20=w+20+20']",754345,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 20.0, 'TokenId': 1}, {'coeff': 'b', 'SentenceId': 0, 'Value': 2.0, 'TokenId': 6}]",[]
249,How many litres of fuel costing $ 1.15 per litre must be mixed with 20 litres of fuel costing $ 0.85 per litre to obtain a mixture costing $ 1 per litre .,[20.0],['a * m - b * m = b * c - c * d'],['x*1.15+20*0.85=(20+x)*1'],526091,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 0.85, 'TokenId': 20}, {'coeff': 'b', 'SentenceId': 0, 'Value': 1.0, 'TokenId': 25}, {'coeff': 'c', 'SentenceId': 0, 'Value': 20.0, 'TokenId': 14}, {'coeff': 'd', 'SentenceId': 0, 'Value': 1.15, 'TokenId': 7}]",[]
250,"an investor is planning to invest $ 25,000 for one year . she plans to invest a portion of this money at 7 % and the remaining at 12 % . what is the maximum amount of money that can be invested at 7 % in order to make at least $ 2,450 for the year ?","[11000.0, 14000.0]","['0.01 * a * m + 0.01 * b * n = c', 'n + m = d']","['(25000-x)=y', '( 0.01 * 7 ) *x + ( 0.01 * 12 ) *y = 2450']",127015,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 7.0, 'TokenId': 10}, {'coeff': 'b', 'SentenceId': 1, 'Value': 12.0, 'TokenId': 16}, {'coeff': 'c', 'SentenceId': 2, 'Value': 2450.0, 'TokenId': 21}, {'coeff': 'd', 'SentenceId': 0, 'Value': 25000.0, 'TokenId': 7}]","[[[1, 10, 7.0], [2, 12, 7.0]]]"
251,"Two pipes are pumping water into a 1200 gallon well . If the first pipe can pump water at the rate of 48 gallons per hour and the second pipe can pump water at the rate of 192 gallons per hour , in how many hours will the well be filled ?",[5.0],['a * m + b * m = c'],['( 48 + 192 ) *x = 1200'],364522,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 48.0, 'TokenId': 11}, {'coeff': 'b', 'SentenceId': 1, 'Value': 192.0, 'TokenId': 26}, {'coeff': 'c', 'SentenceId': 0, 'Value': 1200.0, 'TokenId': 7}]",[]
252,a famer employs two students to pack peaches into trays for a market . at the end of the day they have packed a total of 288 trays . if student A packed 5 trays for every 7 that student B packed how many did each of them pack -LRB- show working -RRB-,"[120.0, 168.0]","['a * m - b * n = 0', 'm + n = c']","['boys+girls=288', '5*boys-7*girls=0']",838940,"[{'coeff': 'a', 'SentenceId': 2, 'Value': 5.0, 'TokenId': 4}, {'coeff': 'b', 'SentenceId': 2, 'Value': 7.0, 'TokenId': 8}, {'coeff': 'c', 'SentenceId': 1, 'Value': 288.0, 'TokenId': 12}]",[]
253,sum of two numbers is 36 . One number is 3 times the other number . What are the numbers ?,"[9.0, 27.0]","['m + n = a', 'n - b * m = 0']","['x+y=36', 'y = 3*x']",186463,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 36.0, 'TokenId': 5}, {'coeff': 'b', 'SentenceId': 1, 'Value': 3.0, 'TokenId': 3}]",[]
254,Morgan was very pleased with a 10 % improvement on her second SAT attempt . She got 1100 on her second try . What was her first score ?,[1000.0],['m + 0.01 * a * m = b'],['x+0.01*10*x=1100'],595935,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 10.0, 'TokenId': 6}, {'coeff': 'b', 'SentenceId': 1, 'Value': 1100.0, 'TokenId': 2}]",[]
255,Rosa is 18 years old and Arthur is 24 years old . How many years ago was Arthur three times as old as Rosa ?,[15.0],['-1 * a * m + m = b - a * c'],['24 - x = 3 *( 18 - x )'],113119,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 3.0, 'TokenId': 6}, {'coeff': 'b', 'SentenceId': 0, 'Value': 24.0, 'TokenId': 8}, {'coeff': 'c', 'SentenceId': 0, 'Value': 18.0, 'TokenId': 2}]",[]
256,The sum of two numbers is 28 . One number is 3 times as big as the other . What is the smaller number ?,"[21.0, 7.0]","['m + n = a', 'n - b * m = 0']","['x = 3*y', 'y=(28-x)']",394667,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 28.0, 'TokenId': 6}, {'coeff': 'b', 'SentenceId': 1, 'Value': 3.0, 'TokenId': 3}]",[]
257,"A two-digit counting number has a value that is 7 times the sum of its digits . If 5 times the units ' digit is 9 more than the tens ' digit , what is the number .","[6.0, 3.0]","['10 * m + n - a * m - a * n = 0', 'b * n - m = c']","['10*x + y = 7 * ( x + y )', '5*y = 9 + x']",82514,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 7.0, 'TokenId': 9}, {'coeff': 'b', 'SentenceId': 1, 'Value': 5.0, 'TokenId': 1}, {'coeff': 'c', 'SentenceId': 1, 'Value': 9.0, 'TokenId': 8}]",[]
258,The sterilization tank contains 100 gal of a solution of 2 % ordinary household bleach mixed with pure distilled water . New research indicates that the concentration of bleach should be 5 % for complete sterilization . How much of the solution should be drained and replaced with bleach to increase the bleach content to the recommended level ?,[3.0612244898],['0.01 * a * m - m = 0.01 * a * b - 0.01 * c * b'],['(0.01*2)*(100-x)+1*x=(0.01*5)*100'],505697,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 2.0, 'TokenId': 10}, {'coeff': 'b', 'SentenceId': 0, 'Value': 100.0, 'TokenId': 4}, {'coeff': 'c', 'SentenceId': 1, 'Value': 5.0, 'TokenId': 10}]",[]
259,"the larger of two numbers is 7 more than three times the smaller number . When the smaller number is subtracted from the larger number , the result is 13 . find the two numbers .","[16.0, 3.0]","['m - a * n = b', 'm - n = c']","['x=3*y+7', 'x-y=13']",294253,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 3.0, 'TokenId': 9}, {'coeff': 'b', 'SentenceId': 0, 'Value': 7.0, 'TokenId': 6}, {'coeff': 'c', 'SentenceId': 1, 'Value': 13.0, 'TokenId': 14}]",[]
260,A mother 's age is three less than 3 times her daughters age . The sum of there ages is 45 . Find their ages,"[12.0, 33.0]","['a * m - n = b', 'm + n = c']","['x+y=45', 'y=3*x-3']",693217,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 3.0, 'TokenId': 5}, {'coeff': 'b', 'SentenceId': 0, 'Value': 3.0, 'TokenId': 8}, {'coeff': 'c', 'SentenceId': 1, 'Value': 45.0, 'TokenId': 6}]",[]
261,The sum of two numbers is 15 . Three times one of the numbers is 11 less than five times the other.Find the numbers,"[8.0, 7.0]","['a * m - b * n = c', 'n + m = d']","['smaller+larger=15', '3*larger+11=5*smaller']",489560,"[{'coeff': 'b', 'SentenceId': 1, 'Value': 3.0, 'TokenId': 0}, {'coeff': 'c', 'SentenceId': 1, 'Value': 11.0, 'TokenId': 7}, {'coeff': 'a', 'SentenceId': 1, 'Value': 5.0, 'TokenId': 10}, {'coeff': 'd', 'SentenceId': 0, 'Value': 15.0, 'TokenId': 6}]",[]
262,"On an algebra test , theh highest grade was 44 points more than the lowest grade . The sum of the two grades was 140 . Find the highest grade .","[48.0, 92.0]","['m + n = a', 'm - n = b']","['plane+tail_wind=140', 'plane-tail_wind=44']",500877,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 140.0, 'TokenId': 7}, {'coeff': 'b', 'SentenceId': 0, 'Value': 44.0, 'TokenId': 9}]",[]
263,"twice one number added to three times another gives 21 . find the numbers , if the difference between them is 3 .","[3.0, 6.0]","['a * m + b * n = c', 'm - n = d']","['plywood-lumber=3', '3*lumber+2*plywood=21']",98951,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 2.0, 'TokenId': 0}, {'coeff': 'b', 'SentenceId': 0, 'Value': 3.0, 'TokenId': 5}, {'coeff': 'c', 'SentenceId': 0, 'Value': 21.0, 'TokenId': 9}, {'coeff': 'd', 'SentenceId': 1, 'Value': 3.0, 'TokenId': 10}]",[]
264,"The sum of the digits of a two digit counting number is 10 . If the digits are reversed , the new number is two less than three times the original number . What is the original number ?","[8.0, 2.0]","['10 * m + n - a * 10 * n - a * m = -1 * b', 'm + n = c']","['x+y=10', '10*x + y = 3 * ( 10*y + x ) - 2']",306765,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 3.0, 'TokenId': 13}, {'coeff': 'b', 'SentenceId': 1, 'Value': 2.0, 'TokenId': 10}, {'coeff': 'c', 'SentenceId': 0, 'Value': 10.0, 'TokenId': 12}]",[]
265,"A cashier has 30 bills , all of which are $ 10 or $ 20 bills . The total value of the money is $ 330 . How many of each type does the cashier have ?","[27.0, 3.0]","['a * m + b * n = c', 'm + n = d']","['x+y=30', '10*x + 20*y = 330']",185117,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 10.0, 'TokenId': 11}, {'coeff': 'b', 'SentenceId': 0, 'Value': 20.0, 'TokenId': 14}, {'coeff': 'c', 'SentenceId': 1, 'Value': 330.0, 'TokenId': 8}, {'coeff': 'd', 'SentenceId': 0, 'Value': 30.0, 'TokenId': 3}]",[]
266,Jim can fill a pool carrying buckets of water in 30 minutes . Sue can do the same job in 45 minutes . Tony can do the same job in 90 minutes . how quickly can all three fill the pool together ?,[15.0],['1 / a * m + 1 / b * m + 1 / c * m = 1'],['x*(1/30+1/45+1/90)=1'],227019,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 30.0, 'TokenId': 10}, {'coeff': 'b', 'SentenceId': 1, 'Value': 45.0, 'TokenId': 7}, {'coeff': 'c', 'SentenceId': 2, 'Value': 90.0, 'TokenId': 7}]",[]
267,"Last month , a bookstore ran an ad for calculators on sale ; graphing calculators for $ 87 and scientific calculators for $ 18 . Sales of $ 4980 were generated , with 15 more graphing calculators sold than the scientific calculators . How many of each type of calculators did the bookstore sell ?","[35.0, 50.0]","['a * m + b * n = c', 'm - n = d']","['18*x + 87*y = 4980', 'y=(x+15)']",95395,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 87.0, 'TokenId': 17}, {'coeff': 'b', 'SentenceId': 0, 'Value': 18.0, 'TokenId': 23}, {'coeff': 'c', 'SentenceId': 1, 'Value': 4980.0, 'TokenId': 3}, {'coeff': 'd', 'SentenceId': 1, 'Value': 15.0, 'TokenId': 8}]",[]
268,Lynn Ogen invested some money at 9 % interest and $ 100 less than that at 7 % interest . Her total annual interest was $ 73 . How much did she invest at 7 % interest ?,"[400.0, 500.0]","['0.01 * a * m + 0.01 * b * n = c', 'm - n = d']","['( 0.01 * 9 ) *y + ( 0.01 * 7 ) *x = 73', 'y=(x+100)']",85775,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 9.0, 'TokenId': 6}, {'coeff': 'b', 'SentenceId': 0, 'Value': 7.0, 'TokenId': 16}, {'coeff': 'c', 'SentenceId': 1, 'Value': 73.0, 'TokenId': 6}, {'coeff': 'd', 'SentenceId': 0, 'Value': 100.0, 'TokenId': 11}]","[[[0, 16, 7.0], [2, 6, 7.0]]]"
