ID,Body,Question,Equation,Answer,Type
chal-156,Carol was sending out birthday invitations to 10 friends. If each package of invitations she bought had 2 invitations in it,How many packs does she need so that no friend gets left out?,( 10.0 / 2.0 ),5,Common-Division
chal-157,"A grocery store had 36 apples, 80 bottles of regular soda and 54 bottles of diet soda.",How many more bottles than apple did they have?,( ( 80.0 + 54.0 ) - 36.0 ),98,Subtraction
chal-158,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 14 inches. The mouse jumped 16 inches lesser than the frog who jumped 37 inches farther than the grasshopper.",How much farther did the mouse jump than the grasshopper?,( 37.0 - 16.0 ),21,Subtraction
chal-159,Faye was placing her pencils and crayons into 11 rows with 31 pencils and 27 crayons in each row.,How many pencils and crayons does she have altogether?,( ( 31.0 + 27.0 ) * 11.0 ),638,Multiplication
chal-160,The school is planning a field trip. The school has 87 classrooms. There are 58 students in the school with each classroom having the same number of students. If there are 2 seats on each school bus.,How many buses are needed to take the trip?,( 58.0 / 2.0 ),29,Common-Division
chal-161,Emily is making bead necklaces for her friends. She had 2 beads and she was able to make 32 necklaces.,How many beads did each necklace need?,( 32.0 / 2.0 ),16,Common-Division
chal-162,Paige raised 7 goldfish and 12 catfish in the pond but stray cats loved eating them. Now she has 15 left.,How many fishes disappeared?,( ( 7.0 + 12.0 ) - 15.0 ),4,Subtraction
chal-163,Paco had 40 sweet cookies and 25 salty cookies. He ate 28 salty cookies and 15 sweet cookies.,How many more salty cookies than sweet cookies did he eat?,( 28.0 - 15.0 ),13,Subtraction
chal-164,Steven has 14 peaches. Jake has 6 fewer peaches than Steven and 3 more peaches than Jill.,How many peaches does Jill have?,( ( 14.0 - 6.0 ) - 3.0 ),5,Subtraction
chal-165,Paul had 115 books. He sold 78 books in a garage sale.,How many books does he have left with him?,( 115.0 - 78.0 ),37,Subtraction
chal-166,An industrial machine made 13 shirts yesterday and 3 shirts today. It can make 8 shirts a minute.,How many minutes did the machine work in all?,( ( 13.0 + 3.0 ) / 8.0 ),2,Common-Division
chal-167,Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 14 invitations in it and she bought 6 packs. Then she bought 11 extra invitations.,How many friends can she invite?,( ( 14.0 * 6.0 ) + 11.0 ),95,Addition
chal-168,An industrial machine can make 3 shirts per minute. It made 6 shirts in all.,How many minutes was the machine working?,( 6.0 / 3.0 ),2,Common-Division
chal-169,Danny collects bottle caps. He found 63 bottle caps at the park while he threw away 51 old ones. Now he has 33 bottle caps in his collection.,How many bottle caps did danny have at first?,( ( 33.0 + 51.0 ) - 63.0 ),21,Subtraction
chal-170,A grocery store had 67 bottles of regular soda and 9 bottles of diet soda.,How many more bottles of regular soda than diet soda did they have?,( 67.0 - 9.0 ),58,Subtraction
chal-171,During summer break 644997 kids from Lawrence county stayed home and the other 893835 kids went to camp. An additional 78 kids from outside the county attended the camp.,How many kids are in Lawrence county?,( 893835.0 + 644997.0 ),1538832,Addition
chal-172,Faye was placing 30 pencils into rows with 5 pencils in each row.,How many rows could she make?,( 30.0 / 5.0 ),6,Common-Division
chal-173,Frank had some pieces of candy. If he put them into 26 bags with 33 pieces in each bag,How many pieces of candy did he have?,( 26.0 * 33.0 ),858,Multiplication
chal-174,A grocery store had a total of 17 bottles of which 9 were bottles of regular soda and the rest were bottles of diet soda. They also had 29 apple.,How many bottles of diet soda did they have?,( 17.0 - 9.0 ),8,Subtraction
chal-175,Jake has 3 fewer peaches than Steven who has 8 more peaches than Jill. Steven has 5 peaches.,How many more peaches does Jake have than Jill?,( 8.0 - 3.0 ),5,Subtraction
chal-176,Josh had 20 marbles in his collection. He gave 2 marbles to Jack.,How many marbles does Josh have now?,( 20.0 - 2.0 ),18,Subtraction
chal-177,Steven has 12 peaches. Jake has 4 fewer peaches than Steven who has 67 more peaches than Jill.,How many peaches does Jake have?,( 12.0 - 4.0 ),8,Subtraction
chal-178,The Razorback t-shirt shop makes $ 98 dollars off each t-shirt sold. During the Arkansas game and the Texas tech game they sold a total of 163 t-shirts. If they sold 89 t-shirts during the Arkansas game,How much money did they make from selling the t-shirts during the arkansas game?,( 98.0 * 89.0 ),8722,Multiplication
chal-179,"Jack received 6 emails in the morning, 3 emails in the afternoon and 5 emails in the evening.",How many emails did Jack receive in the day?,( ( 6.0 + 3.0 ) + 5.0 ),14,Addition
chal-180,Jake has 5 fewer peaches than Steven. Steven has 18 more peaches than Jill. If Jill has 87 peaches,How many more peaches does Jake have than Jill?,( 18.0 - 5.0 ),13,Subtraction
chal-181,For the walls of the house he would use 13 large planks of wood. If each plank of wood needs 17 pieces of nails to be secured and in addition 8 nails are needed for some smaller planks.,How many nails does John need for the house wall?,( ( 13.0 * 17.0 ) + 8.0 ),229,Addition
chal-182,"A grocery store had 54 bottles of diet soda, 83 bottles of regular soda and 12 apples.",How many more bottles of regular soda than diet soda did they have?,( 83.0 - 54.0 ),29,Subtraction
chal-183,Because of the decision Sofia asked the students to suggest specific types of food. If 269 students suggested adding bacon 330 suggested adding mashed potatoes to the menu and 76 suggested adding tomatoes,How many more students suggested mashed potatoes than those that suggested bacon?,( 330.0 - 269.0 ),61,Subtraction
chal-184,Brenda's mother made cookies for 14. If each of them had 30 cookies,How many cookies did she prepare?,( 14.0 * 30.0 ),420,Multiplication
chal-185,Dave had 15 apps on his phone. He added 71 new apps. After deleting some he had 14 left.,How many more apps did he delete than he added?,( 15.0 - 14.0 ),1,Subtraction
chal-186,Kelly has 106 nintendo games.,How many will she have left if she gives away 64 games?,( 106.0 - 64.0 ),42,Subtraction
chal-187,Matthew had 15 crackers. If Matthew gave equal numbers of crackers to his 5 friends and still had 10 crackers left,How many crackers did each friend eat?,( ( 15.0 - 10.0 ) / 5.0 ),1,Common-Division
chal-188,Last week Fred had 114 dollars and Jason had 22 dollars. They washed cars over the weekend and now Fred has 21 dollars and Jason has 78 dollars.,How much money did Jason make over the weekend?,( 78.0 - 22.0 ),56,Subtraction
chal-189,Frank had 42 pieces of candy. If he put them equally into 2 bags,How many pieces of candy are in each bag?,( 42.0 / 2.0 ),21,Common-Division
chal-190,Jack received 6 emails in the morning and 2 emails in the afternoon.,How many more emails did Jack receive in the morning than in the afternoon?,( 6.0 - 2.0 ),4,Subtraction
chal-191,Baker made 43 cakes and 114 pastries. If he sold 154 pastries and 78 cakes,How many more pastries than cakes did baker sell?,( 154.0 - 78.0 ),76,Subtraction
chal-192,Haley has 20 marbles. In her class 2 boys love to play marbles. If she distributes her marbles equally,How many will each of the boys receive?,( 20.0 / 2.0 ),10,Common-Division
chal-193,They decided to hold the party in their backyard. They have 4 sets of tables and each set has 3 chairs. If a total of 14 people will attend the party,How many more chairs will they have to buy?,( 14.0 - ( 4.0 * 3.0 ) ),2,Subtraction
chal-194,Last week Fred had 19 dollars and Jason had 16 dollars. They washed cars over the weekend and now Fred has 40 dollars and Jason has 69 dollars.,How much money did Fred earn over the weekend?,( 40.0 - 19.0 ),21,Subtraction
chal-195,Paco had 25 cookies. He ate 5 of them. Then he bought 3 more cookies,How many more cookies did he eat than those he bought?,( 5.0 - 3.0 ),2,Subtraction
chal-196,Rachel has 4 apple trees. She picked 7 apples from each of her trees. Now the trees have a total 29 apples still on them.,How many apples did Rachel pick in all?,( 4.0 * 7.0 ),28,Multiplication
chal-197,Jake has 8 fewer peaches and 10 more apples than Steven. Steven has 11 apples and 18 peaches.,How many more peaches than apples does Steven have?,( 18.0 - 11.0 ),7,Subtraction
chal-198,A grocery store had a total of 30 bottles of which 28 were bottles of regular soda and the rest were bottles of diet soda.,How many bottles of diet soda did they have?,( 30.0 - 28.0 ),2,Subtraction
chal-199,The Ferris wheel in paradise park has 2 small seats and 23 large seats. Each small seat can hold 14 people and large seat can hold 54 people.,How many people can ride the Ferris wheel on small seats?,( 2.0 * 14.0 ),28,Multiplication
chal-200,Debby bought 360 soda bottles and 162 water bottles when they were on sale. If she drank 122 water bottles and 9 soda bottles a day,How many days would the soda bottles last?,( 360.0 / 9.0 ),40,Common-Division
chal-201,A grocery store had 4 bottles of diet soda. If they had 79 more bottles of regular soda than diet soda,How many bottles of regular soda did they have?,( 4.0 + 79.0 ),83,Addition
chal-202,During the Arkansas and Texas tech game the Razorback t-shirt shop made $ 60 by selling t-shirts. If they make $ 10 dollars off each t-shirt sold,How many t-shirts did they sell?,( 60.0 / 10.0 ),6,Common-Division
chal-203,Frank was reading through his favorite book. He read 22 pages per day and it took him 569 days to finish the book.,How many pages are there in the book?,( 22.0 * 569.0 ),12518,Multiplication
chal-204,Winter is almost here and most animals are migrating to warmer countries. 86 bird families flew away for the winter from near a mountain. If there were 45 bird families living near the mountain initially,How many more bird families flew away for the winter than those that stayed behind?,( 86.0 - ( 45.0 - 86.0 ) ),127,Subtraction
chal-205,Allan brought 2 balloons to the park and then bought 3 more balloons there. If Jake brought 6 balloons to the park,How many more balloons did Jake have than Allan in the park?,( 6.0 - ( 2.0 + 3.0 ) ),1,Subtraction
chal-206,Bryan took a look at his books and magazines. If he has 9 books and 46 magazines in each of his 10 bookshelves,How many magazines does he have in total?,( 46.0 * 10.0 ),460,Multiplication
chal-207,"Rachel had to complete 8 pages of math homework, 7 pages of reading homework and 3 more pages of biology homework.",How many pages of math and biology homework did she have to complete?,( 8.0 + 3.0 ),11,Addition
chal-208,"Every day Ryan spends 2 hours on learning english, 5 hours on learning chinese and 4 hours on learning spanish.",How many more hours does he spend on learning chinese than he does on learning spanish?,( 5.0 - 4.0 ),1,Subtraction
chal-209,2 birds were sitting on the fence. 5 more birds and 4 more storks came to join them.,How many more birds than storks are sitting on the fence?,( ( 2.0 + 5.0 ) - 4.0 ),3,Subtraction
chal-210,Paco had 6 cookies. He gave 30 cookies to his friend and ate 23 cookies.,How many more cookies did he give to his friend than those he ate?,( 30.0 - 23.0 ),7,Subtraction
chal-211,Baker made 170 cakes. He sold 78 of them and bought 31 new cakes.,How many more cakes did baker sell than those he bought?,( 78.0 - 31.0 ),47,Subtraction
chal-212,Shirley sold 25 cases of boxes of trefoils.,How many boxes of trefoils does she need to deliver if each case has 14 boxes?,( 25.0 * 14.0 ),350,Multiplication
chal-213,We ordered 17 pizzas. Each pizza has 4 slices. If there are 25 of us,How many slices of pizza are there altogether?,( 17.0 * 4.0 ),68,Multiplication
chal-214,There were 12 roses and 2 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 10 roses and 21 orchids in the vase.,How many orchids did she cut?,( 21.0 - 2.0 ),19,Subtraction
chal-215,White t - shirts can be purchased in packages. If mom buys 66 white t - shirts where each package has 3 white t - shirts.,How many packages will she have?,( 66.0 / 3.0 ),22,Common-Division
chal-216,Mary is baking a cake. The recipe calls for 5 cups of flour and 14 cups of sugar. She already put in 10 cups of flour and 2 cups of sugar.,How many more cups of sugar does she need to add?,( 14.0 - 2.0 ),12,Subtraction
