,Question,Equation
897,There are w different movies and x different books in the ' crazy silly school ' series. If you read y of the books and watched z of the movies How many more movies than books are there in the ' crazy silly school ' series?,( w - x )
898,"Jack received w emails in the morning, x emails in the afternoon and y emails in the evening. How many emails did Jack receive in the morning and afternoon?",( w + x )
899,Randy uses w blocks to build a tower. If he had x blocks How many blocks are left?,( x - w )
900,Marco and his dad went strawberry picking. Together their strawberries weighed w pounds. His dad's strawberries weighed x pounds. How much did marco's strawberries weigh?,( w - x )
901,Haley grew w trees in her backyard. After a typhoon x died. Then she grew y more trees. How many trees does she have left?,( ( w - x ) + y )
902,Stray cats loved eating goldfish in the pond leaving w goldfish. Paige had raised x goldfish in the pond initially. How many goldfish disappeared?,( x - w )
903,Danny collects bottle caps and wrappers. He found w bottle caps and x wrappers at the park. Now he has y wrappers and z bottle caps in his collection. How many more bottle caps than wrappers does danny have now?,( z - y )
904,Mary is baking a cake. The recipe calls for w cups of flour and x cups of sugar. She already put in y cups of sugar. How many more cups of flour than cups of sugar does she need to add now?,( w - ( x - y ) )
905,Jesse's room is w feet long and x feet wide. If each tile is of size y square feet How many tiles does she need to cover the whole floor?,( ( w * x ) / y )
906,An industrial machine can make w shirts a minute. It worked for x minutes yesterday and for y shirts today. How many shirts did machine make altogether?,( w * ( x + y ) )
907,Paco had w sweet cookies and x salty cookies. He ate y sweet cookies and 3 salty cookies. How many salty cookies did Paco have left?,( x - z )
908,Robin cut off w inches of his hair. If his hair is now x inches long How long was his hair before he cut?,( w + x )
909,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped w inches. The frog jumped x inches farther than the grasshopper and the mouse jumped y inches farther than the frog. How far did the frog jump?",( w + x )
910,Robin has w packages of gum and x packages of candy. There are y pieces in each package. How many pieces of gum does Robin have?,( w * y )
911,Baker made w cakes and x pastries. If he sold y cakes and z pastries How many more cakes than pastries did baker sell?,( y - z )
912,In a school there are w girls and the rest are boys. If there are x more girls than boys How many pupils are there in that school?,( ( w + <w) - x )
913,David did w push-ups in gym class today. David did x more push-ups than Zachary. How many push-ups did Zachary and David do altogether?,( ( w + <w) - x )
914,Winter is almost here and most animals are migrating to warmer countries. There were w bird families living near the mountain. If x bird families flew away for winter How many more bird families stayed behind than those that flew away for the winter?,( ( w - x ) - <x)
915,A school has w pupils. There are x girls and the rest are boys. How many boys are there in that school?,( w - x )
916,Baker made w pastries and x cakes. If he sold y cakes and z pastries How many more pastries than cakes did baker make?,( w - x )
917,Nell collects baseball cards. She had w cards while Jeff had x cards. She gave some of her cards to jeff and now has y cards left. How many cards did Nell give to Jeff?,( w - y )
918,The school is planning a field trip. The school has w classrooms. There are x students in the school and y seats on each school bus. If z students do n't want to go for the trip How many buses are needed to take the trip?,( ( x - z ) / y )
919,w people can ride the Ferris wheel in paradise park at the same time. If each seat on the Ferris wheel can hold x people How many seats does the Ferris wheel have?,( w / x )
920,Dave had w apps and x files on his phone. After deleting some apps and files he had y files and z apps left. How many more apps than files does he have left on the phone?,( z - y )
921,w campers went rowing in the morning x campers went rowing in the afternoon and y campers went rowing in the evening. How many more campers went rowing in the morning than in the afternoon?,( w - x )
922,"Frank was reading through his favorite book. The book had w chapters, each with the same number of pages. It has a total of x pages. It took Frank y days to finish the book. How many pages are in each chapter?",( x / w )
923,Jesse has w square feet of carpet. If her room is x feet long and y feet wide How much more carpet does she need to cover the whole floor?,( ( x * y ) - w )
924,There are many different books in the ' crazy silly school ' series. If you have read w of the books and are yet to read x books How many books are there in the ' crazy silly school ' series?,( w + x )
925,Nell collects cards. She had w baseball cards and x Ace cards. She gave some of her cards to Jeff and now has y Ace cards and z baseball cards left. How many more baseball cards than Ace cards does Nell have?,( z - y )
926,Matthew had w crackers. If Matthew gave equal numbers of crackers to his x friends and still had y crackers left How many crackers did Matthew give to his friends?,( w - y )
927,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped w inches. The grasshopper jumped x inches farther than the frog and the mouse jumped y inches lesser than the frog. How much farther did the grasshopper jump than the mouse?",( x + y )
928,They decided to hold the party in their backyard. They have w sets of tables and each set has x chairs. If there are y people sitting on chairs How many chairs are left unoccupied?,( ( w * x ) - y )
929,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that w visitors came to the Buckingham palace that day. If there were x visitors the previous day and y visitors the day before that How many visited the Buckingham palace within the past z days?",( ( w + x ) + y )
930,He then went to see the oranges being harvested. He found out that they harvest w sacks of ripe oranges and x sacks of unripe oranges per day. How many more sacks of ripe oranges than unripe oranges are harvested per day?,( w - x )
931,White t - shirts can be purchased in packages of w. If mom buys x packages of white t - shirts and y trousers How many white t - shirts will she have?,( w * x )
932,Paul had w books. After selling some in a garage sale he bought x new ones. If he has y books now How many books did he sell?,( ( w + x ) - y )
933,w storks and x birds were sitting on the fence. y more birds came to join them. How many more storks than birds are sitting on the fence?,( w - ( x + y ) )
934,Bryan took a look at his books and magazines. If he has w books and x magazines in each of his y bookshelves How many books does he have in total?,( w * y )
935,Paul got a box of w crayons and x erasers for his birthday. At the end of the school year he only had y left while not having lost a single erasers. How many more crayons than erasers did he have left?,( y - x )
936,Lewis earns a total of $ w during the harvest. If he earns $ x each week How many weeks did the harvest last?,( w / x )
937,Dave had w apps on his phone. He added x new apps. After deleting some he had y left. How many apps did he delete?,( ( w + x ) - y )
938,The ring toss game at the carnival made the same amount of money each day. In total in w days they earned x dollars. How much did they make per day?,( x / w )
939,There were w roses and x orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now y roses and 2 orchids in the vase. How many more roses than orchids are there in the vase now?,( y - z )
940,The Ferris wheel in paradise park has some seats. Each seat can hold w people. If x people can ride the wheel at the same time How many seats does the Ferris wheel have?,( x / w )
941,Dave had some apps on his phone. After deleting w of them he had x left. How many apps did he have on his phone at the start?,( w + x )
942,There are w different movies and x different books in the ' crazy silly school ' series. If you read y of the books and watched z of the movies How many more books than movies are there in the ' crazy silly school ' series?,( x - w )
943,Randy has w blocks. He uses x blocks to build a tower and y blocks to build a house. How many more blocks did he use to build the house than he did to build the tower?,( y - x )
944,With w dollars x packs of dvds can be bought. How much does each pack cost?,( w / x )
945,Last week Fred had w dollars and Jason had x dollars. Jason delivered newspapers and now has y dollars. Fred washed cars over the weekend and now has z dollars. How much money did Jason earn by delivering newspapers?,( y - x )
946,Josh had w marbles in his collection. He found x marbles while he lost y marbles. How many more marbles did he lose than those he found?,( y - x )
947,Jack received w emails in the morning and some more in the afternoon. If he received a total of x emails in the day How many emails did Jack receive in the afternoon?,( x - w )
948,Luke gained w points in each round of a game. If he played x rounds of a trivia game How many points did he score in the game?,( x * w )
949,There were some roses in the vase. Jessica cut w more roses from her flower garden and put them in the vase. There are now x roses in the vase. How many roses were there in the vase at the beginning?,( x - w )
950,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped w inches. The frog jumped x inches farther than the grasshopper and the mouse jumped y inches lesser than the frog. How far did the frog jump?",( w + x )
951,Adam has w more apples than Jackie. Jackie has x oranges and y apples. How many apples does Adam have?,( w + y )
952,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that w visitors came to the Buckingham palace that day. If x people visited the Buckingham palace within the past y days How many visitors visited the Buckingham palace on the previous day?",( x - w )
953,w campers went rowing and x campers went hiking in the morning. y campers went rowing in the afternoon. How many more campers went rowing in the morning than in the afternoon?,( w - y )
954,Dave had w apps on his phone. After adding some he had x left. How many apps did he add?,( x - w )
955,There were w parents in the program and x pupils too. How many more pupils were present compared to parents in the program?,( x - w )
956,Paco ate w cookies and had x cookies left. How many cookies did he have in the beginning?,( w + x )
957,If each bag has w cookies and you had x cookies in total How many bags of cookies do you have?,( x / w )
958,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped w inches. The grasshopper jumped x inches farther than the frog and the mouse jumped y inches lesser than the frog. How far did the mouse jump?",( ( w - x ) - y )
959,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by w of the pickers that they fill x drums of grapes in y days. How many drums of grapes would be filled per day?",( x / y )
960,Katie had w new games and x old games. Her friends had y new games and z old games. How many new games do they have together?,( w + y )
961,"Being his favorite, he saved checking on the grapevines after w stops. He was told by x of the pickers that they fill y drums of grapes per day. How many drums of grapes would be filled in z days?",( y * z )
962,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that w visitors came to the Buckingham palace on the previous day. If x people visited the Buckingham palace within the past y days How many visitors visited the Buckingham palace on that day?",( x - w )
963,Adam has w apples. Jackie has x apples. How many more apples does Jackie have than Adam?,( x - w )
964,There are w baskets of peaches. Each basket has x red peaches and some more green peaches. If there are a total of y peaches in all baskets How many green peaches are in each basket?,( ( y / w ) - x )
965,"A chef had w apples and x peaches. After making some pies, he had y apples left. How many apples did he use?",( w - y )
966,A mailman has to give w pieces of junk mail to each of the x blocks. If there are y houses on a block How many pieces of junk mail should he give each house?,( w / y )
967,Mary is baking a cake. The recipe calls for w cups of flour x cups of sugar and y cups of salt. She already put in z cups of flour. How many more cups of flour than cups of sugar does she need to add now?,( ( w - z ) - x )
968,Julia played tag with w kids on monday and x kids on tuesday. She played cards with y kids on wednesday. How many kids did she play with altogether?,( ( w + x ) + y )
969,Jesse needs a carpet of size w square feet to cover her room. If her room is x feet long What is the width of her room?,( w / x )
970,There are w skittles in Steven's skittles collection. Steven also has x erasers. If the skittles and erasers are organized into y groups How big is each group?,( ( w + x ) / y )
971,A mailman has to give w pieces of junk mail to each house in each of the x blocks. If there are y houses in each block How many pieces of junk mail should he give in total?,( ( w * y ) * x )
972,A book has w chapters. The first chapter is x pages long the second chapter is y pages long and the third chapter is z pages long. How many more pages does the first chapter have than the third chapter?,( x - z )
973,Dave had w apps on his phone. He added x new apps. After deleting some he had y left. How many more apps did he add than he deleted?,( y - w )
974,Bobby ate w pieces of candy. Then he ate x more. If he initially had y pieces of candy How many pieces of candy does he still have left?,( y - ( w + x ) )
975,Winter is almost here and most animals are migrating to warmer countries. There are some bird families living near the mountain. w bird families flew away for winter while x bird families stayed behind. How many bird families were living near the mountain at the start?,( w + x )
976,Frank was reading through some books. Each book had w pages and it took Frank x days to finish each book. If he takes y days to finish all books How many books did he read?,( y / x )
977,David did w more push-ups but x less crunches than Zachary in gym class today. If Zachary did y push-ups and x crunches How many more push-ups than crunches did Zachary do?,( y - x )
978,Rebecca wants to split a collection of eggs into groups of w. Rebecca has x marbles and y eggs. How many more eggs does Rebecca have than marbles?,( y - x )
979,Baker made w cakes. Then he made x more cakes. He sold y of them. How many more cakes did baker make than those he sold?,( ( w + x ) - y )
980,w red peaches and some more green peaches are in the basket. If there are a total of x peaches in the basket How many green peaches are in the basket?,( x - w )
981,w campers went rowing in the morning. x campers went rowing in the afternoon. How many more campers went rowing in the morning than in the afternoon?,( w - x )
982,In a school there are w girls and x boys. There are also y teachers How many people are there in that school?,( ( w + x ) + y )
983,In Haley's class some boys love to play marbles. If Haley has w marbles and she gave x marbles to each boy How many boys did she give the marbles to?,( w / x )
984,Lewis earns $ w every week during the x weeks of harvest. He also earns $ y per week for working overtime. If he works overtime every week How much money does he earn during harvest season?,( ( w + y ) * x )
985,"Rachel had to complete w pages of math homework, x pages of reading homework and y more pages of biology homework. How many more pages of math homework than biology homework did she have?",( w - y )
986,Adam has w more apples than jackie. Adam has x apples. How many apples does Jackie have?,( x - w )
987,Rachel picked w ripe apples from her tree. Now the tree has x ripe apples and y unripe apples. How many ripe apples did the tree have to begin with?,( w + x )
988,Melissa scored w points in each game. She also got x bonus points in each game. How many points did she score in y games?,( ( w + x ) * y )
989,"Rachel had to complete w pages of reading homework, x pages of math homework and y more pages of biology homework. How many more pages of math homework than reading homework did she have?",( x - w )
990,After resting they decided to go for a swim. The depth of the water is w times Dean's height. If Ron is x feet tall and Dean is y feet shorter than Ron How deep was the water?,( ( x - y ) * w )
991,In a school there are w girls and x boys. There are also y teachers How many pupils are there in that school?,( w + x )
992,Friends of Katie had w games and she had x ds games. How many more games does Katie have than her friends?,( x - w )
993,Luke scored w points after playing x rounds of a trivia game. If he gained the same number of points each round How many points did he score per round?,( w / x )
994,Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of w g of colors to paint them. He needs x g of wax more. If the feathers require a total of y g of wax How many grams of wax does he already have?,( y - x )
995,Paige was helping her mom plant flowers and together they planted w seeds. They put x seeds in each flower bed and only y seeds grew into flowers in each flower bed. How many flower beds did they have?,( w / x )
996,"At the zoo, a cage had w snakes and x alligators. If y snakes and z alligators were hiding How many alligators were not hiding?",( x - z )
997,Paige was helping her mom plant flowers and together they planted w seeds. They put x seeds in each flower bed and only y seeds grew into flowers in each flower bed. How many flowers did they grow?,( y * ( w / x ) )
998,Mary is baking a cake. The recipe calls for w cups of sugar and x cups of flour. She already put in y cups of sugar. How many more cups of sugar does she need to add?,( w - y )
999,The grasshopper and the frog had a jumping contest. The grasshopper jumped w inches. The grasshopper jumped x inches farther than the grasshopper. How far did the frog jump?,( w - x )
