,Unnamed: 0.2,Unnamed: 0.1,ID,Body,Question,Equation,Answer,Type,Symbolic Problem,Symbolic Equation,Variables,Numbers
70,70,70,chal-71,If Lewis earns $ 1357 every week during the 223 weeks of a harvest season.,How much money will he earn if he works for 73 harvest seasons?,( ( 1357.0 * 223.0 ) * 73.0 ),22090603,Multiplication,If Lewis earns $ <1> every week during the <2> weeks of a harvest season. how much money will he earn if he works for <3> harvest seasons?,( ( <1> * <2> ) * <3> ),"['<1>', '<2>', '<3>']","['1357', '223', '73']"
71,71,71,chal-72,Because of the decision Sofia asked 310 students to suggest specific types of food. 185 students suggested adding mashed potatoes while others suggested adding bacon to the menu.,How many students suggested bacon?,( 310.0 - 185.0 ),125,Subtraction,Because of the decision Sofia asked <1> students to suggest specific types of food. <2> students suggested adding mashed potatoes while others suggested adding bacon to the menu. how many students suggested bacon?,( <1> - <2> ),"['<1>', '<2>']","['310', '185']"
72,72,72,chal-73,Jack received 3 emails and 64 letters in the morning. He then received 5 emails and 54 letters in the afternoon.,How many emails did jack receive in the day?,( 3.0 + 5.0 ),8,Addition,Jack received <1> emails and <2> letters in the morning. He then received <3> emails and <4> letters in the afternoon. how many emails did jack receive in the day?,( <1> + <3> ),"['<1>', '<2>', '<3>', '<4>']","['3', '64', '5', '54']"
73,73,73,chal-74,Paco had 40 cookies. He ate 2 of them. Then he bought 37 more cookies,How many cookies did Paco have left?,( ( 40.0 - 2.0 ) + 37.0 ),75,Addition,Paco had <1> cookies. He ate <2> of them. Then he bought <3> more cookies how many cookies did paco have left?,( ( <1> - <2> ) + <3> ),"['<1>', '<2>', '<3>']","['40', '2', '37']"
74,74,74,chal-75,Because of the decision Sofia asked the students to suggest specific types of food. If 218 students suggested adding mashed potatoes as well as bacon while 351 suggested adding only bacon to the menu,How many students suggested adding bacon?,( 218.0 + 351.0 ),569,Addition,Because of the decision Sofia asked the students to suggest specific types of food. If <1> students suggested adding mashed potatoes as well as bacon while <2> suggested adding only bacon to the menu how many students suggested adding bacon?,( <1> + <2> ),"['<1>', '<2>']","['218', '351']"
75,75,75,chal-76,If each bag has 41 cookies and you had 53 bags of cookies,How many cookies would you have?,( 53.0 * 41.0 ),2173,Multiplication,If each bag has <1> cookies and you had <2> bags of cookies how many cookies would you have?,( <2> * <1> ),"['<1>', '<2>']","['41', '53']"
76,76,76,chal-77,Rachel had to complete 2 pages of reading homework and 4 pages of math homework.,How many more pages of math homework than reading homework did she have?,( 4.0 - 2.0 ),2,Subtraction,Rachel had to complete <1> pages of reading homework and <2> pages of math homework. how many more pages of math homework than reading homework did she have?,( <2> - <1> ),"['<1>', '<2>']","['2', '4']"
77,77,77,chal-78,Allan brought 5 balloons and Jake brought 4 balloons to the park. Allan then bought 3 more balloons at the park.,How many balloons did Allan bring to the park?,( 5.0 + 3.0 ),8,Addition,Allan brought <1> balloons and Jake brought <2> balloons to the park. Allan then bought <3> more balloons at the park. how many balloons did allan bring to the park?,( <1> + <3> ),"['<1>', '<2>', '<3>']","['5', '4', '3']"
78,78,78,chal-79,"Julia played tag with 8 kids on monday, 11 kids on tuesday and 9 kids on wednesday.",How many more kids did she play with on tuesday than on wednesday?,( 11.0 - 9.0 ),2,Subtraction,"Julia played tag with <1> kids on monday, <2> kids on tuesday and <3> kids on wednesday. how many more kids did she play with on tuesday than on wednesday?",( <2> - <3> ),"['<1>', '<2>', '<3>']","['8', '11', '9']"
79,79,79,chal-80,The Razorback shop makes $ 5 dollars off each jersey and $ 215 off each t-shirt. During the Arkansas and Texas tech game they sold 20 t-shirts and 64 jerseys.,How much money did they make from selling the t-shirts?,( 215.0 * 20.0 ),4300,Multiplication,The Razorback shop makes $ <1> dollars off each jersey and $ <2> off each t-shirt. During the Arkansas and Texas tech game they sold <3> t-shirts and <4> jerseys. how much money did they make from selling the t-shirts?,( 21<1> * <3> ),"['<1>', '<2>', '<3>', '<4>']","['5', '215', '20', '64']"
80,80,80,chal-81,36 children were riding on the bus. At the bus stop 68 children got off the bus while some more got on the bus. Then there were 12 children altogether on the bus.,How many more children got off the bus than those that got on?,( 36.0 - 12.0 ),24,Subtraction,<1> children were riding on the bus. At the bus stop <2> children got off the bus while some more got on the bus. Then there were <3> children altogether on the bus. how many more children got off the bus than those that got on?,( <1> - <3> ),"['<1>', '<2>', '<3>']","['36', '68', '12']"
81,81,81,chal-82,Brenda's mother made 14 cookies for 2 guests. If each of them had the same number of cookies,How many did each of them have?,( 14.0 / 2.0 ),7,Common-Division,Brenda's mother made <1> cookies for <2> guests. If each of them had the same number of cookies how many did each of them have?,( <1> / <2> ),"['<1>', '<2>']","['14', '2']"
82,82,82,chal-83,Tiffany was collecting cans for recycling. On monday she had 4 bags of cans. The next day she found some more bags worth of cans. If she had a total of 6 bags altogether,How many bags did she find on the next day?,( 6.0 - 4.0 ),2,Subtraction,Tiffany was collecting cans for recycling. On monday she had <1> bags of cans. The next day she found some more bags worth of cans. If she had a total of <2> bags altogether how many bags did she find on the next day?,( <2> - <1> ),"['<1>', '<2>']","['4', '6']"
83,83,83,chal-84,In a school there are 632 girls and 410 boys. 465 more girls joined the school.,How many more girls than boys does the school have?,( ( 632.0 + 465.0 ) - 410.0 ),687,Subtraction,In a school there are <1> girls and <2> boys. <3> more girls joined the school. how many more girls than boys does the school have?,( ( <1> + <3> ) - <2> ),"['<1>', '<2>', '<3>']","['632', '410', '465']"
84,84,84,chal-85,Emily is making bead necklaces for her friends where each necklace takes 5 beads. She made 4 necklaces.,How many beads did Emily have?,( 4.0 * 5.0 ),20,Multiplication,Emily is making bead necklaces for her friends where each necklace takes <1> beads. She made <2> necklaces. how many beads did emily have?,( <2> * <1> ),"['<1>', '<2>']","['5', '4']"
85,85,85,chal-86,Randy has 95 blocks. He uses 20 blocks to build a house and 50 blocks to build a tower.,How many more blocks did he use to build the tower than he did to build the house?,( 50.0 - 20.0 ),30,Subtraction,Randy has <1> blocks. He uses <2> blocks to build a house and <3> blocks to build a tower. how many more blocks did he use to build the tower than he did to build the house?,( <3> - <2> ),"['<1>', '<2>', '<3>']","['95', '20', '50']"
86,86,86,chal-87,2 birds and 6 storks were sitting on the fence. 3 more birds came to join them.,How many more storks than birds are sitting on the fence?,( 6.0 - ( 2.0 + 3.0 ) ),1,Subtraction,<1> birds and <2> storks were sitting on the fence. <3> more birds came to join them. how many more storks than birds are sitting on the fence?,( <2> - ( <1> + <3> ) ),"['<1>', '<2>', '<3>']","['2', '6', '3']"
87,87,87,chal-88,The Razorback t-shirt shop made $ 51 dollars from selling 3 t-shirt during the Arkansas and Texas tech game they.,What is the cost of each t-shirt?,( 51.0 / 3.0 ),17,Common-Division,The Razorback t-shirt shop made $ <1> dollars from selling <2> t-shirt during the Arkansas and Texas tech game they. what is the cost of each t-shirt?,( <1> / <2> ),"['<1>', '<2>']","['51', '3']"
88,88,88,chal-89,Paco had 12 cookies. He ate 16 cookies and gave 21 of them to his friend.,How many more cookies did he give to his friend than those he ate?,( 21.0 - 16.0 ),5,Subtraction,Paco had <1> cookies. He ate <2> cookies and gave <3> of them to his friend. how many more cookies did he give to his friend than those he ate?,( <3> - <2> ),"['<1>', '<2>', '<3>']","['12', '16', '21']"
89,89,89,chal-90,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 317 visitors came to the Buckingham palace that day. If there were 295 visitors the previous day",How many more visitors visited the Buckingham palace on that day than on the previous day?,( 317.0 - 295.0 ),22,Subtraction,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that <1> visitors came to the Buckingham palace that day. If there were <2> visitors the previous day how many more visitors visited the buckingham palace on that day than on the previous day?",( <1> - <2> ),"['<1>', '<2>']","['317', '295']"
90,90,90,chal-91,Josh had 3 marbles in his collection. He found 6 marbles while he lost 5 marbles.,How many more marbles did he find than those he lost?,( 6.0 - 5.0 ),1,Subtraction,Josh had <1> marbles in his collection. He found <2> marbles while he lost <3> marbles. how many more marbles did he find than those he lost?,( <2> - <3> ),"['<1>', '<2>', '<3>']","['3', '6', '5']"
91,91,91,chal-92,Because of the decision Sofia asked the students to suggest specific types of food. If 408 students suggested adding mashed potatoes while 42 suggested adding bacon to the menu,How many more students suggested mashed potatoes than those that suggested bacon?,( 408.0 - 42.0 ),366,Subtraction,Because of the decision Sofia asked the students to suggest specific types of food. If <1> students suggested adding mashed potatoes while <2> suggested adding bacon to the menu how many more students suggested mashed potatoes than those that suggested bacon?,( <1> - <2> ),"['<1>', '<2>']","['408', '42']"
92,92,92,chal-93,Paco had 40 cookies. He ate 5 cookies and gave 13 of them to his friend.,How many cookies did paco have left?,( ( 40.0 - 5.0 ) - 13.0 ),22,Subtraction,Paco had <1> cookies. He ate <2> cookies and gave <3> of them to his friend. how many cookies did paco have left?,( ( <1> - <2> ) - <3> ),"['<1>', '<2>', '<3>']","['40', '5', '13']"
93,93,93,chal-94,Paco had 17 cookies. He ate 14 cookies and gave 13 of them to his friend.,How many more cookies did he eat than those he gave to his friend?,( 14.0 - 13.0 ),1,Subtraction,Paco had <1> cookies. He ate <2> cookies and gave <3> of them to his friend. how many more cookies did he eat than those he gave to his friend?,( <2> - <3> ),"['<1>', '<2>', '<3>']","['17', '14', '13']"
94,94,94,chal-95,Julia played tag with 19 kids on monday. She played tag with 18 kids on tuesday. She spent a total of 38 hours to play tag on both days.,How many more kids did she play with on monday than on tuesday?,( 19.0 - 18.0 ),1,Subtraction,Julia played tag with <1> kids on monday. She played tag with <2> kids on tuesday. She spent a total of <3> hours to play tag on both days. how many more kids did she play with on monday than on tuesday?,( <1> - <2> ),"['<1>', '<2>', '<3>']","['19', '18', '38']"
95,95,95,chal-96,Dan has $ 5. He bought a candy bar for $ 2 and a chocolate for $ 3.,How much money did he spend to buy chocolate than he did to buy candy bar?,( 3.0 - 2.0 ),1,Subtraction,Dan has $ <1>. He bought a candy bar for $ <2> and a chocolate for $ <3>. how much money did he spend to buy chocolate than he did to buy candy bar?,( <3> - <2> ),"['<1>', '<2>', '<3>']","['5', '2', '3']"
96,96,96,chal-97,Ed had 29 more marbles than Doug. Ed lost 17 of his marbles at the playground.,How many more marbles did Ed have than Doug then?,( 29.0 - 17.0 ),12,Subtraction,Ed had <1> more marbles than Doug. Ed lost <2> of his marbles at the playground. how many more marbles did ed have than doug then?,( <1> - <2> ),"['<1>', '<2>']","['29', '17']"
97,97,97,chal-98,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 19 inches. The frog jumped 10 inches farther than the grasshopper and the mouse jumped 20 inches farther than the frog.",How much farther did the mouse jump than the grasshopper?,( 10.0 + 20.0 ),30,Addition,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped <1> inches. The frog jumped <2> inches farther than the grasshopper and the mouse jumped <3> inches farther than the frog. how much farther did the mouse jump than the grasshopper?",( <2> + <3> ),"['<1>', '<2>', '<3>']","['19', '10', '20']"
98,98,98,chal-99,Frank was reading through his favorite book. It took him 16 days to finish the book. If the book had 112 pages,How many pages did he read per day?,( 112.0 / 16.0 ),7,Common-Division,Frank was reading through his favorite book. It took him <1> days to finish the book. If the book had <2> pages how many pages did he read per day?,( <2> / <1> ),"['<1>', '<2>']","['16', '112']"
99,99,99,chal-100,There are 20 different books in the ' crazy silly school ' series. If you are yet to read 5 of the books,How many books have you already read?,( 20.0 - 5.0 ),15,Subtraction,There are <1> different books in the ' crazy silly school ' series. If you are yet to read <2> of the books how many books have you already read?,( <1> - <2> ),"['<1>', '<2>']","['20', '5']"
